X,Y,Theta,Wd,We,WdRef,WeRef,PwmD,PwmE,,,,,,,,,,,,,,,,,
0.03000,0.70000,0.06000,3.01000,3.04000,2.79000,2.97000,100.89000,116.63000,4628.00000,,,,,,,,,,,,,,,,
0.04000,0.70000,0.06000,3.21000,3.35000,2.79000,2.97000,96.65000,113.77000,-4380.00000,,,,,,,,,,,,,,,,
0.05000,0.70000,0.05000,3.04000,3.21000,2.79000,2.98000,96.65000,113.77000,-13320.00000,,,,,,,,,,,,,,,,
0.06000,0.70000,0.05000,3.07000,3.12000,2.80000,2.98000,95.11000,110.93000,-22324.00000,,,,,,,,,,,,,,,,
0.06000,0.70000,0.06000,3.12000,2.90000,2.80000,2.98000,95.11000,110.93000,-31284.00000,,,,,,,,,,,,,,,,
0.07000,0.70000,0.06000,3.07000,2.79000,2.79000,2.98000,92.24000,114.12000,25280.00000,,,,,,,,,,,,,,,,
0.08000,0.70000,0.07000,3.01000,2.79000,2.77000,2.97000,92.24000,114.12000,16304.00000,,,,,,,,,,,,,,,,
0.08000,0.70000,0.07000,2.87000,2.84000,2.76000,2.97000,91.42000,116.09000,7304.00000,,,,,,,,,,,,,,,,
0.09000,0.70000,0.06000,2.62000,2.82000,2.75000,2.96000,91.42000,116.09000,-1632.00000,,,,,,,,,,,,,,,,
0.09000,0.71000,0.05000,2.34000,2.84000,2.76000,2.97000,95.85000,116.77000,-10584.00000,,,,,,,,,,,,,,,,
0.10000,0.71000,0.05000,2.70000,2.73000,2.79000,2.98000,95.85000,116.77000,-19568.00000,,,,,,,,,,,,,,,,
0.11000,0.71000,0.05000,2.70000,2.79000,2.79000,2.98000,95.88000,119.06000,-28552.00000,,,,,,,,,,,,,,,,
0.11000,0.71000,0.05000,2.73000,2.93000,2.80000,2.98000,95.88000,119.06000,27996.00000,,,,,,,,,,,,,,,,
0.12000,0.71000,0.04000,2.79000,3.04000,2.81000,2.98000,96.21000,117.66000,18996.00000,,,,,,,,,,,,,,,,
0.13000,0.71000,0.04000,2.87000,2.98000,2.82000,2.98000,96.21000,117.66000,10004.00000,,,,,,,,,,,,,,,,
0.13000,0.71000,0.04000,2.90000,2.98000,2.83000,2.99000,94.86000,117.21000,1024.00000,,,,,,,,,,,,,,,,
0.14000,0.71000,0.03000,2.76000,3.07000,2.83000,2.99000,94.86000,117.21000,-7912.00000,,,,,,,,,,,,,,,,
0.15000,0.71000,0.03000,2.84000,3.12000,2.85000,2.99000,96.63000,116.06000,-16880.00000,,,,,,,,,,,,,,,,
0.15000,0.71000,0.03000,3.09000,3.07000,2.87000,3.00000,96.63000,116.06000,-25880.00000,,,,,,,,,,,,,,,,
0.16000,0.71000,0.03000,3.04000,2.98000,2.87000,2.99000,92.37000,115.66000,30660.00000,,,,,,,,,,,,,,,,
0.17000,0.71000,0.03000,3.07000,3.01000,2.86000,2.99000,92.37000,115.66000,21676.00000,,,,,,,,,,,,,,,,
0.17000,0.71000,0.03000,2.90000,2.90000,2.86000,2.99000,91.25000,116.02000,12684.00000,,,,,,,,,,,,,,,,
0.18000,0.71000,0.03000,2.84000,3.01000,2.85000,2.99000,91.25000,116.02000,3744.00000,,,,,,,,,,,,,,,,
0.19000,0.71000,0.02000,2.65000,3.04000,2.86000,2.99000,93.46000,115.94000,-5200.00000,,,,,,,,,,,,,,,,
0.19000,0.71000,0.02000,2.79000,2.90000,2.89000,3.00000,93.46000,115.94000,-14128.00000,,,,,,,,,,,,,,,,
0.20000,0.71000,0.02000,2.87000,2.87000,2.90000,3.00000,94.91000,117.62000,-23144.00000,,,,,,,,,,,,,,,,
0.20000,0.71000,0.02000,2.82000,2.96000,2.90000,3.00000,94.91000,117.62000,-32068.00000,,,,,,,,,,,,,,,,
0.21000,0.71000,0.01000,2.84000,3.12000,2.90000,3.00000,95.26000,117.41000,24472.00000,,,,,,,,,,,,,,,,
0.22000,0.71000,0.01000,2.87000,3.21000,2.92000,3.01000,95.26000,117.41000,15492.00000,,,,,,,,,,,,,,,,
0.23000,0.71000,0.00000,2.87000,3.18000,2.95000,3.01000,95.57000,114.02000,6512.00000,,,,,,,,,,,,,,,,
0.23000,0.71000,-0.01000,2.76000,3.23000,2.97000,3.01000,95.57000,114.02000,-2436.00000,,,,,,,,,,,,,,,,
0.24000,0.71000,-0.02000,2.82000,3.35000,3.00000,3.02000,98.53000,112.55000,-11396.00000,,,,,,,,,,,,,,,,
0.25000,0.71000,-0.02000,2.87000,3.10000,3.02000,3.00000,98.53000,112.55000,-20412.00000,,,,,,,,,,,,,,,,
0.25000,0.71000,-0.02000,2.79000,2.87000,3.02000,2.99000,98.50000,112.86000,-29416.00000,,,,,,,,,,,,,,,,
0.26000,0.71000,-0.02000,2.96000,2.76000,3.01000,2.98000,98.50000,112.86000,27168.00000,,,,,,,,,,,,,,,,
0.26000,0.71000,-0.02000,2.93000,2.73000,3.02000,2.99000,98.13000,117.34000,18180.00000,,,,,,,,,,,,,,,,
0.27000,0.71000,-0.01000,2.96000,2.87000,3.02000,3.01000,98.13000,117.34000,9180.00000,,,,,,,,,,,,,,,,
0.28000,0.71000,-0.01000,3.12000,2.90000,3.02000,3.01000,98.55000,117.37000,200.00000,,,,,,,,,,,,,,,,
0.28000,0.71000,-0.01000,3.15000,3.07000,3.01000,3.02000,98.55000,117.37000,-8672.00000,,,,,,,,,,,,,,,,
0.29000,0.71000,-0.01000,2.84000,2.98000,3.01000,3.02000,95.81000,115.37000,-17656.00000,,,,,,,,,,,,,,,,
0.30000,0.71000,-0.01000,2.84000,2.93000,3.02000,3.02000,95.81000,115.37000,-26632.00000,,,,,,,,,,,,,,,,
0.30000,0.71000,-0.01000,2.73000,2.84000,3.02000,3.02000,99.76000,117.19000,29896.00000,,,,,,,,,,,,,,,,
0.31000,0.71000,-0.02000,2.84000,2.90000,3.02000,3.01000,99.76000,117.19000,20916.00000,,,,,,,,,,,,,,,,
0.32000,0.71000,-0.02000,2.87000,2.96000,3.02000,3.01000,100.80000,117.98000,11908.00000,,,,,,,,,,,,,,,,
0.32000,0.71000,-0.02000,2.96000,2.98000,3.02000,3.00000,100.80000,117.98000,2880.00000,,,,,,,,,,,,,,,,
0.33000,0.71000,-0.02000,2.84000,2.96000,3.02000,3.00000,100.15000,117.24000,-6104.00000,,,,,,,,,,,,,,,,
0.34000,0.71000,-0.02000,2.98000,3.12000,3.02000,2.99000,100.15000,117.24000,-15120.00000,,,,,,,,,,,,,,,,
0.34000,0.71000,-0.02000,3.07000,3.10000,3.01000,2.98000,100.05000,114.95000,-24200.00000,,,,,,,,,,,,,,,,
0.35000,0.71000,-0.02000,3.26000,3.01000,3.01000,2.98000,100.05000,114.95000,32320.00000,,,,,,,,,,,,,,,,
0.36000,0.71000,-0.01000,3.26000,2.96000,3.02000,3.00000,96.09000,115.99000,23300.00000,,,,,,,,,,,,,,,,
0.36000,0.71000,-0.01000,3.15000,3.07000,3.02000,3.02000,96.09000,115.99000,14324.00000,,,,,,,,,,,,,,,,
0.37000,0.71000,-0.01000,3.07000,2.98000,3.02000,3.02000,96.33000,115.45000,5320.00000,,,,,,,,,,,,,,,,
0.38000,0.71000,-0.01000,3.04000,3.01000,3.01000,3.02000,96.33000,115.45000,-3612.00000,,,,,,,,,,,,,,,,
0.39000,0.71000,-0.01000,3.04000,2.98000,3.01000,3.02000,97.09000,115.99000,-12580.00000,,,,,,,,,,,,,,,,
0.39000,0.71000,-0.01000,2.96000,2.96000,3.01000,3.02000,97.09000,115.99000,-21576.00000,,,,,,,,,,,,,,,,
0.40000,0.71000,-0.01000,3.01000,2.96000,3.01000,3.02000,98.10000,116.87000,-30552.00000,,,,,,,,,,,,,,,,
0.41000,0.71000,-0.01000,3.04000,3.01000,3.00000,3.02000,98.10000,116.87000,25996.00000,,,,,,,,,,,,,,,,
0.41000,0.71000,-0.01000,2.98000,3.01000,3.00000,3.02000,97.06000,116.40000,17000.00000,,,,,,,,,,,,,,,,
0.42000,0.71000,-0.01000,3.01000,3.15000,3.00000,3.02000,97.06000,116.40000,8004.00000,,,,,,,,,,,,,,,,
0.43000,0.71000,-0.02000,2.90000,3.21000,3.01000,3.02000,97.42000,114.38000,-940.00000,,,,,,,,,,,,,,,,
0.43000,0.71000,-0.02000,3.01000,3.23000,3.02000,3.01000,97.42000,114.38000,-9844.00000,,,,,,,,,,,,,,,,
0.44000,0.71000,-0.02000,2.96000,3.04000,3.02000,2.99000,97.50000,111.92000,-18816.00000,,,,,,,,,,,,,,,,
0.45000,0.71000,-0.02000,2.76000,2.76000,3.02000,2.99000,97.50000,111.92000,-27800.00000,,,,,,,,,,,,,,,,
0.45000,0.71000,-0.02000,2.93000,2.62000,3.02000,2.99000,101.26000,117.46000,28780.00000,,,,,,,,,,,,,,,,
0.46000,0.71000,-0.01000,2.87000,2.65000,3.02000,3.01000,101.26000,117.46000,19760.00000,,,,,,,,,,,,,,,,
0.46000,0.71000,-0.01000,2.98000,2.79000,3.02000,3.02000,101.18000,121.03000,10724.00000,,,,,,,,,,,,,,,,
0.47000,0.71000,-0.00000,3.23000,3.01000,3.00000,3.02000,101.18000,121.03000,1684.00000,,,,,,,,,,,,,,,,
0.48000,0.71000,-0.00000,3.10000,3.15000,2.99000,3.02000,96.16000,117.74000,-7284.00000,,,,,,,,,,,,,,,,
0.49000,0.71000,-0.01000,2.87000,3.04000,2.99000,3.02000,96.16000,117.74000,-16240.00000,,,,,,,,,,,,,,,,
0.49000,0.71000,-0.01000,2.76000,2.93000,3.00000,3.02000,100.35000,117.39000,-25260.00000,,,,,,,,,,,,,,,,
0.50000,0.71000,-0.01000,2.82000,2.96000,3.02000,3.02000,100.35000,117.39000,31264.00000,,,,,,,,,,,,,,,,
0.50000,0.71000,-0.01000,3.07000,2.98000,3.02000,3.02000,102.23000,118.50000,22216.00000,,,,,,,,,,,,,,,,
0.51000,0.71000,-0.01000,3.07000,3.09000,3.02000,3.02000,102.23000,118.50000,13216.00000,,,,,,,,,,,,,,,,
0.52000,0.71000,-0.01000,3.12000,3.12000,3.02000,3.02000,99.70000,116.83000,4180.00000,,,,,,,,,,,,,,,,
0.53000,0.71000,-0.01000,3.01000,3.01000,3.02000,3.02000,99.70000,116.83000,-4736.00000,,,,,,,,,,,,,,,,
0.53000,0.71000,-0.01000,3.15000,3.23000,3.02000,3.02000,100.27000,117.65000,-13668.00000,,,,,,,,,,,,,,,,
0.54000,0.71000,-0.01000,3.21000,3.18000,3.02000,3.01000,100.27000,117.65000,-22712.00000,,,,,,,,,,,,,,,,
0.55000,0.71000,-0.01000,3.32000,3.07000,3.02000,3.02000,97.39000,115.13000,-31808.00000,,,,,,,,,,,,,,,,
0.55000,0.71000,-0.01000,3.21000,3.07000,3.01000,3.02000,97.39000,115.13000,24740.00000,,,,,,,,,,,,,,,,
0.56000,0.71000,-0.00000,3.23000,3.15000,3.00000,3.02000,95.92000,115.84000,15744.00000,,,,,,,,,,,,,,,,
0.57000,0.71000,-0.00000,3.12000,3.04000,2.99000,3.02000,95.92000,115.84000,6736.00000,,,,,,,,,,,,,,,,
0.57000,0.71000,-0.00000,2.93000,2.98000,2.98000,3.01000,95.71000,115.92000,-2200.00000,,,,,,,,,,,,,,,,
0.58000,0.71000,-0.00000,2.90000,2.93000,2.99000,3.02000,95.71000,115.92000,-11172.00000,,,,,,,,,,,,,,,,
0.59000,0.71000,-0.01000,2.93000,2.96000,2.99000,3.02000,98.30000,117.46000,-20180.00000,,,,,,,,,,,,,,,,
0.59000,0.71000,-0.00000,3.04000,3.01000,2.99000,3.02000,98.30000,117.46000,-29200.00000,,,,,,,,,,,,,,,,
0.60000,0.71000,-0.01000,3.04000,3.15000,2.99000,3.02000,96.73000,116.73000,27360.00000,,,,,,,,,,,,,,,,
0.61000,0.71000,-0.01000,3.01000,3.21000,3.00000,3.02000,96.73000,116.73000,18348.00000,,,,,,,,,,,,,,,,
0.62000,0.71000,-0.01000,3.04000,3.26000,3.01000,3.02000,97.17000,113.89000,9336.00000,,,,,,,,,,,,,,,,
0.62000,0.70000,-0.02000,2.90000,3.29000,3.02000,3.02000,97.17000,113.89000,388.00000,,,,,,,,,,,,,,,,
0.63000,0.70000,-0.03000,2.96000,3.32000,3.02000,2.99000,98.93000,111.05000,-8520.00000,,,,,,,,,,,,,,,,
0.64000,0.70000,-0.03000,2.93000,3.01000,3.01000,2.96000,98.93000,111.05000,-17492.00000,,,,,,,,,,,,,,,,
0.64000,0.70000,-0.03000,2.90000,2.79000,3.01000,2.95000,99.12000,112.91000,-26500.00000,,,,,,,,,,,,,,,,
0.65000,0.70000,-0.02000,3.07000,2.62000,3.01000,2.96000,99.12000,112.91000,30072.00000,,,,,,,,,,,,,,,,
0.66000,0.70000,-0.01000,3.12000,2.68000,3.02000,2.99000,97.62000,118.99000,21092.00000,,,,,,,,,,,,,,,,
0.66000,0.70000,-0.01000,3.07000,2.76000,3.02000,3.02000,97.62000,118.99000,12124.00000,,,,,,,,,,,,,,,,
0.67000,0.70000,-0.00000,3.07000,2.82000,3.00000,3.02000,97.00000,119.50000,3116.00000,,,,,,,,,,,,,,,,
0.68000,0.70000,-0.00000,2.98000,3.07000,2.98000,3.01000,97.00000,119.50000,-5804.00000,,,,,,,,,,,,,,,,
0.68000,0.70000,-0.01000,2.76000,3.01000,2.98000,3.01000,97.61000,116.40000,-14700.00000,,,,,,,,,,,,,,,,
0.69000,0.70000,-0.01000,2.84000,2.90000,3.00000,3.02000,97.61000,116.40000,-23684.00000,,,,,,,,,,,,,,,,
0.69000,0.70000,-0.01000,2.79000,2.87000,3.00000,3.02000,100.02000,118.65000,-32676.00000,,,,,,,,,,,,,,,,
0.70000,0.70000,-0.01000,2.93000,2.93000,3.01000,3.02000,100.02000,118.65000,23828.00000,,,,,,,,,,,,,,,,
0.71000,0.70000,-0.01000,2.98000,3.01000,3.01000,3.02000,99.79000,118.95000,14844.00000,,,,,,,,,,,,,,,,
0.71000,0.70000,-0.01000,2.93000,2.98000,3.01000,3.02000,99.79000,118.95000,5876.00000,,,,,,,,,,,,,,,,
0.72000,0.70000,-0.01000,2.98000,3.09000,3.01000,3.02000,100.36000,118.68000,-3056.00000,,,,,,,,,,,,,,,,
0.73000,0.70000,-0.02000,3.01000,3.12000,3.02000,3.02000,100.36000,118.68000,-12040.00000,,,,,,,,,,,,,,,,
0.74000,0.70000,-0.02000,3.04000,3.09000,3.02000,3.01000,99.72000,116.69000,-21088.00000,,,,,,,,,,,,,,,,
0.74000,0.70000,-0.01000,3.23000,3.04000,3.02000,3.01000,99.72000,116.69000,-30076.00000,,,,,,,,,,,,,,,,
0.75000,0.70000,-0.01000,3.26000,3.04000,3.02000,3.02000,96.44000,117.42000,26440.00000,,,,,,,,,,,,,,,,
0.76000,0.70000,-0.01000,3.21000,3.12000,3.00000,3.02000,96.44000,117.42000,17452.00000,,,,,,,,,,,,,,,,
0.76000,0.70000,-0.01000,3.07000,2.96000,3.00000,3.02000,95.22000,115.99000,8464.00000,,,,,,,,,,,,,,,,
0.77000,0.70000,-0.01000,2.84000,2.90000,2.99000,3.02000,95.22000,115.99000,-468.00000,,,,,,,,,,,,,,,,
0.78000,0.70000,-0.00000,2.82000,2.73000,2.99000,3.02000,99.32000,118.69000,-9372.00000,,,,,,,,,,,,,,,,
0.78000,0.70000,-0.01000,2.84000,2.87000,2.98000,3.02000,99.32000,118.69000,-18324.00000,,,,,,,,,,,,,,,,
0.79000,0.70000,-0.01000,2.90000,2.90000,2.99000,3.02000,100.12000,119.80000,-27352.00000,,,,,,,,,,,,,,,,
0.80000,0.70000,-0.01000,3.07000,3.09000,2.98000,3.02000,100.12000,119.80000,29216.00000,,,,,,,,,,,,,,,,
0.80000,0.70000,-0.01000,2.98000,2.98000,2.99000,3.02000,97.62000,117.32000,20176.00000,,,,,,,,,,,,,,,,
0.81000,0.70000,-0.01000,3.01000,3.09000,2.98000,3.01000,97.62000,117.32000,11200.00000,,,,,,,,,,,,,,,,
0.82000,0.70000,-0.01000,2.93000,3.18000,2.99000,3.02000,98.02000,116.84000,2192.00000,,,,,,,,,,,,,,,,
0.82000,0.70000,-0.02000,2.96000,3.32000,3.01000,3.02000,98.02000,116.84000,-6736.00000,,,,,,,,,,,,,,,,
0.83000,0.70000,-0.02000,3.04000,3.21000,3.02000,3.01000,99.18000,112.94000,-15684.00000,,,,,,,,,,,,,,,,
0.84000,0.70000,-0.02000,2.98000,2.82000,3.02000,3.00000,99.18000,112.94000,-24692.00000,,,,,,,,,,,,,,,,
0.84000,0.70000,-0.01000,3.07000,2.84000,3.02000,3.01000,99.13000,118.59000,31872.00000,,,,,,,,,,,,,,,,
0.85000,0.70000,-0.01000,3.04000,2.82000,3.02000,3.02000,99.13000,118.59000,22912.00000,,,,,,,,,,,,,,,,
0.86000,0.70000,-0.01000,3.09000,2.87000,3.00000,3.02000,98.25000,119.89000,13920.00000,,,,,,,,,,,,,,,,
0.86000,0.70000,-0.00000,3.15000,2.98000,2.98000,3.01000,98.25000,119.89000,4940.00000,,,,,,,,,,,,,,,,
0.87000,0.70000,-0.00000,3.15000,3.18000,2.97000,3.01000,95.88000,118.51000,-4008.00000,,,,,,,,,,,,,,,,
0.88000,0.70000,-0.01000,2.82000,3.04000,2.97000,3.01000,95.88000,118.51000,-12956.00000,,,,,,,,,,,,,,,,
0.88000,0.70000,-0.01000,2.70000,2.79000,2.98000,3.01000,100.00000,117.88000,-21940.00000,,,,,,,,,,,,,,,,
0.89000,0.70000,-0.01000,2.84000,2.96000,2.99000,3.02000,100.00000,117.88000,-30980.00000,,,,,,,,,,,,,,,,
0.90000,0.70000,-0.01000,2.98000,2.98000,2.99000,3.02000,100.74000,119.02000,25512.00000,,,,,,,,,,,,,,,,
0.90000,0.70000,-0.01000,3.04000,3.04000,2.99000,3.02000,100.74000,119.02000,16532.00000,,,,,,,,,,,,,,,,
0.91000,0.70000,-0.01000,2.98000,3.10000,2.99000,3.02000,98.64000,118.11000,7548.00000,,,,,,,,,,,,,,,,
0.92000,0.70000,-0.01000,2.98000,3.01000,2.99000,3.02000,98.64000,118.11000,-1372.00000,,,,,,,,,,,,,,,,
0.92000,0.70000,-0.02000,3.07000,3.15000,2.99000,3.02000,99.27000,118.41000,-10340.00000,,,,,,,,,,,,,,,,
0.93000,0.70000,-0.01000,3.09000,3.04000,3.00000,3.02000,99.27000,118.41000,-19348.00000,,,,,,,,,,,,,,,,
0.94000,0.70000,-0.01000,3.26000,3.04000,2.99000,3.02000,97.63000,118.02000,-28344.00000,,,,,,,,,,,,,,,,
0.94000,0.70000,-0.01000,3.18000,3.07000,2.97000,3.01000,97.63000,118.02000,28216.00000,,,,,,,,,,,,,,,,
0.95000,0.70000,-0.01000,3.21000,3.12000,2.96000,3.01000,95.26000,117.39000,19220.00000,,,,,,,,,,,,,,,,
0.96000,0.70000,-0.01000,3.07000,3.01000,2.94000,3.01000,95.26000,117.39000,10244.00000,,,,,,,,,,,,,,,,
0.96000,0.70000,-0.01000,2.87000,2.98000,0.55000,-0.56000,59.45000,64.31000,1256.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,-0.01000,1.78000,1.65000,0.51000,-0.54000,59.45000,64.31000,-7672.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.89000,0.33000,0.48000,-0.54000,62.58000,63.63000,-16516.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.61000,0.08000,0.45000,-0.55000,62.58000,63.63000,-25344.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.03000,0.59000,0.00000,0.42000,-0.56000,71.36000,73.65000,31392.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.03000,0.50000,0.00000,0.37000,-0.58000,71.36000,73.65000,22608.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.17000,0.00000,0.31000,-0.61000,70.30000,70.32000,13896.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.11000,0.00000,0.29000,-0.62000,70.30000,70.32000,5116.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.00000,0.00000,0.27000,-0.63000,74.44000,66.37000,-3568.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.00000,0.00000,0.27000,-0.63000,74.44000,66.37000,-12136.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.00000,0.00000,0.27000,-0.63000,77.09000,62.60000,-20724.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.17000,0.00000,0.27000,-0.63000,77.09000,62.60000,-29312.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.14000,0.00000,0.25000,-0.64000,75.81000,58.61000,27452.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.04000,0.00000,0.00000,0.22000,-0.66000,75.81000,58.61000,18700.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.11000,0.00000,0.22000,-0.66000,78.41000,54.55000,10096.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.03000,0.00000,0.20000,-0.67000,78.41000,54.55000,1348.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.11000,0.00000,0.19000,-0.67000,78.90000,50.40000,-7352.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.17000,-0.68000,78.90000,50.40000,-16044.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.17000,-0.68000,79.95000,46.19000,-24640.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.17000,-0.68000,79.95000,46.19000,32308.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.17000,-0.68000,80.96000,42.09000,23700.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.17000,-0.68000,80.96000,42.09000,15124.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.17000,-0.68000,81.98000,37.99000,6524.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.03000,0.00000,0.17000,-0.68000,81.98000,37.99000,-2016.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,82.48000,33.84000,-10704.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,82.48000,33.84000,-19312.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,83.71000,29.72000,-27904.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,83.71000,29.72000,29024.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,84.69000,25.60000,20432.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,84.69000,25.60000,11856.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,85.67000,21.48000,3260.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,85.67000,21.48000,-5280.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,86.65000,17.36000,-13828.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,86.65000,17.36000,-22424.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,87.63000,13.24000,-31012.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,87.63000,13.24000,25912.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,88.61000,9.12000,17324.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,88.61000,9.12000,8772.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,89.58000,5.00000,256.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,89.58000,5.00000,-8188.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,90.56000,0.88000,-16676.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,90.56000,0.88000,-25228.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,91.54000,-3.24000,31756.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,91.54000,-3.24000,23200.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,92.52000,-7.36000,14640.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,92.52000,-7.36000,6088.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.05000,0.00000,0.00000,0.16000,-0.69000,93.50000,-11.48000,-2420.00000,,,,,,,,,,,,,,,,
