X,Y,Theta,Wd,We,WdRef,WeRef,PwmD,PwmE,,,,,,,,,,,,,,,,,
0.33000,0.70000,-0.01000,3.32000,3.26000,3.17000,3.16000,96.34000,105.83000,-31800.00000,,,,,,,,,,,,,,,,
0.34000,0.70000,-0.01000,3.35000,3.18000,3.19000,3.18000,95.19000,105.77000,24680.00000,,,,,,,,,,,,,,,,
0.35000,0.70000,-0.01000,3.26000,3.15000,3.24000,3.23000,95.19000,105.77000,15648.00000,,,,,,,,,,,,,,,,
0.35000,0.70000,-0.00000,3.18000,2.95000,3.26000,3.26000,96.36000,108.13000,6616.00000,,,,,,,,,,,,,,,,
0.36000,0.70000,-0.00000,3.09000,2.98000,3.28000,3.28000,96.36000,108.13000,-2352.00000,,,,,,,,,,,,,,,,
0.37000,0.70000,0.00000,3.07000,2.96000,3.28000,3.28000,99.09000,111.58000,-11332.00000,,,,,,,,,,,,,,,,
0.37000,0.70000,-0.00000,3.07000,3.12000,3.26000,3.26000,99.09000,111.58000,-20320.00000,,,,,,,,,,,,,,,,
0.38000,0.70000,-0.00000,3.12000,3.09000,3.27000,3.27000,100.49000,111.15000,-29340.00000,,,,,,,,,,,,,,,,
0.39000,0.70000,0.00000,3.26000,3.23000,3.26000,3.27000,100.49000,111.15000,27108.00000,,,,,,,,,,,,,,,,
0.39000,0.70000,0.00000,3.40000,3.40000,3.26000,3.26000,98.62000,110.23000,18076.00000,,,,,,,,,,,,,,,,
0.40000,0.70000,-0.00000,3.29000,3.32000,3.26000,3.26000,98.62000,110.23000,9100.00000,,,,,,,,,,,,,,,,
0.41000,0.70000,0.00000,3.23000,3.18000,3.26000,3.27000,98.25000,109.20000,100.00000,,,,,,,,,,,,,,,,
0.42000,0.70000,-0.00000,3.18000,3.43000,3.25000,3.25000,98.25000,109.20000,-8820.00000,,,,,,,,,,,,,,,,
0.42000,0.70000,-0.01000,3.04000,3.37000,3.28000,3.28000,100.06000,107.48000,-17792.00000,,,,,,,,,,,,,,,,
0.43000,0.70000,-0.01000,3.43000,3.26000,3.24000,3.24000,100.06000,107.48000,-26852.00000,,,,,,,,,,,,,,,,
0.44000,0.70000,0.00000,3.46000,3.01000,3.27000,3.27000,96.76000,108.91000,29604.00000,,,,,,,,,,,,,,,,
0.45000,0.70000,0.01000,3.29000,2.95000,3.25000,3.25000,96.76000,108.91000,20612.00000,,,,,,,,,,,,,,,,
0.45000,0.70000,0.01000,3.12000,3.04000,3.12000,3.13000,95.67000,111.49000,11608.00000,,,,,,,,,,,,,,,,
0.46000,0.70000,0.01000,2.79000,2.98000,3.07000,3.08000,95.67000,111.49000,2620.00000,,,,,,,,,,,,,,,,
0.47000,0.70000,0.00000,2.84000,2.93000,3.17000,3.17000,102.86000,112.77000,-6316.00000,,,,,,,,,,,,,,,,
0.47000,0.70000,0.00000,3.01000,2.98000,3.20000,3.20000,102.86000,112.77000,-15328.00000,,,,,,,,,,,,,,,,
0.48000,0.70000,0.01000,3.29000,3.15000,3.18000,3.19000,102.06000,114.17000,-24384.00000,,,,,,,,,,,,,,,,
0.49000,0.70000,0.01000,3.35000,3.35000,3.12000,3.13000,102.06000,114.17000,32072.00000,,,,,,,,,,,,,,,,
0.49000,0.70000,0.00000,3.35000,3.48000,3.11000,3.12000,97.02000,108.97000,23044.00000,,,,,,,,,,,,,,,,
0.50000,0.70000,0.00000,3.37000,3.37000,3.17000,3.18000,97.02000,108.97000,14044.00000,,,,,,,,,,,,,,,,
0.51000,0.70000,0.01000,3.37000,3.35000,3.17000,3.18000,96.08000,108.05000,5056.00000,,,,,,,,,,,,,,,,
0.52000,0.70000,0.01000,3.34000,3.26000,3.16000,3.16000,96.08000,108.05000,-3896.00000,,,,,,,,,,,,,,,,
0.52000,0.70000,0.01000,3.37000,3.43000,3.11000,3.12000,94.40000,107.69000,-12912.00000,,,,,,,,,,,,,,,,
0.53000,0.70000,0.01000,3.48000,3.37000,3.13000,3.14000,94.40000,107.69000,-21940.00000,,,,,,,,,,,,,,,,
0.54000,0.70000,0.01000,3.34000,3.23000,3.07000,3.08000,90.24000,104.54000,-30968.00000,,,,,,,,,,,,,,,,
0.55000,0.70000,0.01000,3.15000,3.12000,2.98000,3.00000,90.24000,104.54000,25556.00000,,,,,,,,,,,,,,,,
0.55000,0.70000,0.01000,2.98000,2.87000,2.95000,2.97000,91.01000,104.87000,16532.00000,,,,,,,,,,,,,,,,
0.56000,0.70000,0.01000,2.82000,2.84000,2.84000,2.86000,91.01000,104.87000,7548.00000,,,,,,,,,,,,,,,,
0.57000,0.70000,0.01000,2.62000,2.76000,2.85000,2.87000,93.32000,106.68000,-1380.00000,,,,,,,,,,,,,,,,
0.57000,0.70000,0.01000,2.70000,2.73000,2.96000,2.98000,93.32000,106.68000,-10316.00000,,,,,,,,,,,,,,,,
0.58000,0.70000,0.01000,2.76000,2.68000,2.97000,2.99000,97.06000,110.29000,-19324.00000,,,,,,,,,,,,,,,,
0.58000,0.70000,0.01000,2.90000,3.04000,2.89000,2.91000,97.06000,110.29000,-28332.00000,,,,,,,,,,,,,,,,
0.59000,0.70000,0.00000,2.98000,3.26000,3.00000,3.01000,96.07000,107.54000,28220.00000,,,,,,,,,,,,,,,,
0.60000,0.70000,-0.00000,3.04000,3.26000,3.15000,3.16000,96.07000,107.54000,19256.00000,,,,,,,,,,,,,,,,
0.61000,0.70000,-0.00000,2.96000,3.12000,3.23000,3.23000,98.07000,107.38000,10240.00000,,,,,,,,,,,,,,,,
0.61000,0.70000,-0.01000,3.07000,3.32000,3.26000,3.27000,98.07000,107.38000,1248.00000,,,,,,,,,,,,,,,,
0.62000,0.70000,-0.01000,3.21000,3.48000,3.28000,3.28000,99.57000,107.08000,-7744.00000,,,,,,,,,,,,,,,,
0.63000,0.70000,-0.01000,3.43000,3.34000,3.24000,3.23000,99.57000,107.08000,-16720.00000,,,,,,,,,,,,,,,,
0.64000,0.70000,-0.01000,3.43000,3.09000,3.25000,3.25000,95.03000,106.01000,-25768.00000,,,,,,,,,,,,,,,,
0.64000,0.70000,0.00000,3.43000,3.01000,3.28000,3.28000,95.03000,106.01000,30752.00000,,,,,,,,,,,,,,,,
0.65000,0.70000,0.00000,3.15000,3.04000,3.18000,3.19000,92.91000,109.54000,21744.00000,,,,,,,,,,,,,,,,
0.66000,0.70000,-0.00000,2.76000,2.96000,3.13000,3.14000,92.91000,109.54000,12788.00000,,,,,,,,,,,,,,,,
0.66000,0.70000,-0.00000,2.82000,2.98000,3.21000,3.21000,101.82000,111.78000,3792.00000,,,,,,,,,,,,,,,,
0.67000,0.70000,-0.00000,2.93000,2.84000,3.25000,3.25000,101.82000,111.78000,-5220.00000,,,,,,,,,,,,,,,,
0.68000,0.70000,-0.00000,3.12000,3.04000,3.23000,3.23000,102.33000,115.32000,-14256.00000,,,,,,,,,,,,,,,,
0.68000,0.70000,-0.00000,3.23000,3.23000,3.20000,3.20000,102.33000,115.32000,-23360.00000,,,,,,,,,,,,,,,,
0.69000,0.70000,-0.00000,3.43000,3.54000,3.20000,3.20000,99.04000,111.32000,-32400.00000,,,,,,,,,,,,,,,,
0.70000,0.70000,-0.00000,3.43000,3.46000,3.23000,3.23000,99.04000,111.32000,24144.00000,,,,,,,,,,,,,,,,
0.71000,0.70000,-0.00000,3.51000,3.51000,3.23000,3.24000,96.45000,108.32000,15124.00000,,,,,,,,,,,,,,,,
0.71000,0.70000,-0.00000,3.46000,3.37000,3.23000,3.23000,96.45000,108.32000,6124.00000,,,,,,,,,,,,,,,,
0.72000,0.70000,0.00000,3.57000,3.46000,3.20000,3.21000,94.38000,107.81000,-2884.00000,,,,,,,,,,,,,,,,
0.73000,0.70000,0.00000,3.40000,3.32000,3.15000,3.16000,94.38000,107.81000,-11836.00000,,,,,,,,,,,,,,,,
0.74000,0.70000,0.01000,3.23000,3.01000,3.10000,3.11000,92.19000,106.22000,-20868.00000,,,,,,,,,,,,,,,,
0.74000,0.70000,0.01000,3.04000,3.09000,2.94000,2.95000,92.19000,106.22000,-29908.00000,,,,,,,,,,,,,,,,
0.75000,0.70000,0.01000,3.01000,2.93000,2.96000,2.98000,93.74000,106.32000,26628.00000,,,,,,,,,,,,,,,,
0.76000,0.70000,0.01000,2.82000,2.73000,2.87000,2.89000,93.74000,106.32000,17652.00000,,,,,,,,,,,,,,,,
0.76000,0.70000,0.01000,2.73000,2.84000,2.76000,2.78000,93.52000,108.12000,8636.00000,,,,,,,,,,,,,,,,
0.77000,0.70000,0.00000,2.68000,2.82000,2.84000,2.87000,93.52000,108.12000,-312.00000,,,,,,,,,,,,,,,,
0.77000,0.70000,0.00000,2.79000,2.82000,2.95000,2.96000,98.11000,109.88000,-9212.00000,,,,,,,,,,,,,,,,
0.78000,0.70000,0.01000,2.98000,2.87000,2.95000,2.97000,98.11000,109.88000,-18144.00000,,,,,,,,,,,,,,,,
0.79000,0.70000,0.00000,2.98000,3.07000,2.82000,2.84000,93.26000,108.14000,-27168.00000,,,,,,,,,,,,,,,,
0.79000,0.70000,0.00000,2.93000,3.04000,2.87000,2.89000,93.26000,108.14000,29376.00000,,,,,,,,,,,,,,,,
0.80000,0.70000,-0.00000,2.79000,3.01000,2.94000,2.96000,94.94000,107.19000,20388.00000,,,,,,,,,,,,,,,,
0.81000,0.70000,-0.01000,2.82000,3.01000,3.08000,3.09000,94.94000,107.19000,11436.00000,,,,,,,,,,,,,,,,
0.81000,0.70000,-0.01000,2.93000,3.18000,3.17000,3.17000,100.06000,110.35000,2424.00000,,,,,,,,,,,,,,,,
0.82000,0.70000,-0.01000,3.07000,3.09000,3.24000,3.25000,100.06000,110.35000,-6600.00000,,,,,,,,,,,,,,,,
0.83000,0.70000,-0.01000,3.32000,3.12000,3.25000,3.25000,99.60000,111.21000,-15596.00000,,,,,,,,,,,,,,,,
0.84000,0.70000,-0.00000,3.46000,3.21000,3.18000,3.19000,99.60000,111.21000,-24628.00000,,,,,,,,,,,,,,,,
0.84000,0.70000,-0.00000,3.40000,3.26000,3.04000,3.05000,91.74000,107.52000,31884.00000,,,,,,,,,,,,,,,,
0.85000,0.70000,-0.01000,2.96000,3.23000,2.90000,2.92000,91.74000,107.52000,22876.00000,,,,,,,,,,,,,,,,
0.86000,0.70000,-0.01000,2.82000,3.01000,3.08000,3.09000,97.33000,106.72000,13872.00000,,,,,,,,,,,,,,,,
0.86000,0.70000,-0.01000,2.90000,2.87000,3.16000,3.17000,97.33000,106.72000,4888.00000,,,,,,,,,,,,,,,,
0.87000,0.70000,-0.01000,3.09000,2.96000,3.14000,3.15000,99.79000,112.14000,-4112.00000,,,,,,,,,,,,,,,,
0.88000,0.70000,-0.01000,3.07000,3.15000,3.04000,3.05000,99.79000,112.14000,-13076.00000,,,,,,,,,,,,,,,,
0.88000,0.70000,-0.01000,3.18000,3.23000,3.06000,3.08000,97.62000,108.56000,-22068.00000,,,,,,,,,,,,,,,,
0.89000,0.70000,-0.01000,3.26000,3.23000,3.07000,3.08000,97.62000,108.56000,-31040.00000,,,,,,,,,,,,,,,,
0.90000,0.70000,-0.01000,3.23000,3.15000,3.02000,3.03000,94.05000,106.25000,25476.00000,,,,,,,,,,,,,,,,
0.91000,0.70000,-0.01000,3.18000,3.23000,2.91000,2.93000,94.05000,106.25000,16444.00000,,,,,,,,,,,,,,,,
0.91000,0.70000,-0.01000,3.32000,3.32000,2.90000,2.92000,92.00000,103.28000,7420.00000,,,,,,,,,,,,,,,,
0.92000,0.70000,-0.01000,3.26000,3.12000,2.82000,2.84000,92.00000,103.28000,-1496.00000,,,,,,,,,,,,,,,,
0.93000,0.70000,-0.00000,3.07000,2.98000,2.53000,2.57000,83.51000,97.87000,-10464.00000,,,,,,,,,,,,,,,,
0.93000,0.70000,-0.00000,2.90000,2.76000,2.14000,2.34000,83.51000,97.87000,-19416.00000,,,,,,,,,,,,,,,,
0.94000,0.70000,-0.00000,2.48000,2.51000,1.75000,2.00000,72.88000,91.45000,-28376.00000,,,,,,,,,,,,,,,,
0.94000,0.70000,-0.00000,2.01000,1.98000,1.62000,1.90000,72.88000,91.45000,28276.00000,,,,,,,,,,,,,,,,
0.95000,0.70000,-0.00000,1.53000,1.70000,1.51000,1.81000,75.80000,95.72000,19336.00000,,,,,,,,,,,,,,,,
0.95000,0.70000,-0.00000,1.48000,1.51000,1.52000,1.82000,75.80000,95.72000,10472.00000,,,,,,,,,,,,,,,,
0.95000,0.70000,-0.01000,1.20000,1.51000,1.48000,1.78000,80.23000,101.44000,1584.00000,,,,,,,,,,,,,,,,
0.96000,0.70000,-0.01000,1.45000,1.31000,0.36000,-0.68000,80.23000,101.44000,-7276.00000,,,,,,,,,,,,,,,,
0.96000,0.70000,-0.01000,1.62000,1.81000,0.31000,-0.73000,63.08000,68.29000,-16172.00000,,,,,,,,,,,,,,,,
0.96000,0.70000,-0.01000,0.92000,0.92000,0.24000,-0.79000,63.08000,68.29000,-25108.00000,,,,,,,,,,,,,,,,
0.96000,0.70000,-0.00000,0.75000,0.36000,0.20000,-0.84000,62.51000,60.30000,31608.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.67000,0.00000,0.14000,-0.89000,62.51000,60.30000,22788.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.03000,0.00000,0.06000,-0.97000,59.85000,61.59000,14016.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,59.85000,61.59000,5276.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,66.16000,55.73000,-3280.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,66.16000,55.73000,-11820.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,66.48000,49.89000,-20420.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,66.48000,49.89000,-29016.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,66.81000,44.06000,27920.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,66.81000,44.06000,19332.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,67.13000,38.23000,10744.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,67.13000,38.23000,2148.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,67.45000,32.40000,-6396.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,67.45000,32.40000,-14944.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,67.77000,26.56000,-23548.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,67.77000,26.56000,-32128.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,68.10000,20.73000,24812.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,68.10000,20.73000,16216.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.97000,68.42000,14.90000,7640.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.03000,0.00000,0.05000,-0.97000,68.42000,14.90000,-908.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.05000,-0.98000,68.27000,9.01000,-9552.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.03000,0.00000,0.05000,-0.98000,68.27000,9.01000,-18060.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.06000,0.00000,0.05000,-0.98000,68.35000,3.11000,-26760.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.03000,0.00000,0.04000,-0.99000,68.35000,3.11000,30084.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.03000,0.00000,0.04000,-0.99000,68.30000,-2.91000,21388.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.08000,0.00000,0.03000,-0.99000,68.30000,-2.91000,12708.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,67.29000,-9.05000,4016.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,67.29000,-9.05000,-4464.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.18000,-15.07000,-12956.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.18000,-15.07000,-21548.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.30000,-21.09000,-30144.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.30000,-21.09000,26812.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.43000,-27.10000,18232.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.43000,-27.10000,9668.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.56000,-33.12000,1128.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.56000,-33.12000,-7408.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.69000,-39.14000,-15952.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.69000,-39.14000,-24548.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.82000,-45.15000,32388.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.82000,-45.15000,23804.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.94000,-51.17000,15208.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,0.00000,0.02000,-1.00000,68.94000,-51.17000,6632.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.01000,0.00000,-0.03000,0.02000,-1.00000,69.07000,-57.19000,-1904.00000,,,,,,,,,,,,,,,,
