X,Y,Theta,Wd,We,WdRef,WeRef,PwmD,PwmE,,,,,,,,,,,,,,,,,
0.99000,0.70000,0.05000,-0.14000,0.00000,-1.88000,-1.90000,-55.14000,-51.14000,4300.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.03000,-1.17000,0.00000,-1.83000,-1.85000,-65.36000,-61.80000,-4444.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.06000,-4.93000,0.00000,-1.07000,-1.35000,-65.36000,-61.80000,-13176.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.05000,6.19000,0.00000,0.44000,-0.55000,30.42000,-53.48000,-22140.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.05000,0.14000,0.00000,-1.90000,-1.92000,30.42000,-53.48000,-31008.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.05000,0.00000,0.00000,-1.94000,-1.96000,-49.12000,-77.88000,25752.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.05000,0.00000,0.00000,-1.94000,-1.96000,-49.12000,-77.88000,17140.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.05000,-0.25000,0.00000,-1.94000,-1.96000,-59.51000,-89.63000,8532.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.02000,-1.62000,0.00000,-1.86000,-1.88000,-59.51000,-89.63000,-280.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.02000,-0.06000,0.00000,-0.82000,-1.21000,-30.01000,-90.16000,-8976.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.01000,-0.28000,0.00000,-0.78000,-1.19000,-30.01000,-90.16000,-17696.00000,,,,,,,,,,,,,,,,
0.99000,0.70000,0.01000,-0.22000,0.00000,-0.60000,-1.09000,-42.05000,-95.69000,-26484.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,0.01000,-0.08000,0.00000,-0.47000,-1.02000,-42.05000,-95.69000,30276.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,0.00000,-0.25000,0.00000,-0.43000,-1.00000,-44.28000,-100.83000,21508.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.00000,-0.20000,0.00000,-0.30000,-0.93000,-44.28000,-100.83000,12696.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.01000,-0.31000,0.00000,-0.21000,-0.89000,-41.46000,-105.13000,3924.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.01000,-0.42000,0.00000,-0.09000,-0.82000,-41.46000,-105.13000,-4920.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.02000,-0.28000,0.00000,0.05000,-0.75000,-34.34000,-108.39000,-13716.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.02000,-0.06000,0.00000,0.12000,-0.71000,-34.34000,-108.39000,-22520.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.02000,-0.06000,0.00000,0.14000,-0.70000,-35.66000,-112.17000,-31332.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,-0.33000,-0.03000,0.15000,-0.69000,-35.66000,-112.17000,25396.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,-0.03000,0.00000,0.22000,-0.66000,-29.11000,-115.32000,16520.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,-0.06000,0.00000,0.22000,-0.66000,-29.11000,-115.32000,7720.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,-0.08000,0.00000,0.23000,-0.65000,-29.75000,-119.40000,-1052.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,-0.03000,0.00000,0.25000,-0.64000,-29.75000,-119.40000,-9804.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,-0.06000,0.00000,0.25000,-0.64000,-28.15000,-123.15000,-18572.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,0.00000,0.00000,0.26000,-0.64000,-28.15000,-123.15000,-27384.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,-0.14000,0.00000,0.26000,-0.64000,-26.75000,-126.92000,29484.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.03000,0.00000,0.00000,0.28000,-0.62000,-26.75000,-126.92000,20672.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.04000,-0.08000,-0.03000,0.28000,-0.62000,-24.85000,-130.57000,12024.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.04000,0.00000,0.00000,0.29000,-0.62000,-24.85000,-130.57000,3152.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,-0.01000,0.00000,-1.23000,0.29000,-0.62000,-23.00000,-134.24000,-5440.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,0.01000,-0.06000,-1.51000,0.19000,-0.67000,-23.00000,-134.24000,-14228.00000,,,,,,,,,,,,,,,,
0.98000,0.70000,0.06000,0.00000,-2.34000,0.00000,-0.77000,-24.74000,-117.65000,-23132.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.10000,0.00000,-2.29000,-0.51000,-1.04000,-24.74000,-117.65000,-32004.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.14000,0.00000,-2.15000,-1.31000,-1.47000,-44.92000,-112.05000,24636.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.17000,0.00000,-1.84000,-1.92000,-1.94000,-44.92000,-112.05000,15756.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.20000,0.00000,-1.73000,-2.12000,-2.16000,-64.98000,-124.11000,6872.00000,,,,,,,,,,,,,,,,
0.97000,0.70000,0.23000,0.00000,-1.81000,-2.19000,-2.27000,-64.98000,-124.11000,-1928.00000,,,,,,,,,,,,,,,,
0.96000,0.69000,0.27000,0.00000,-2.12000,-2.19000,-2.32000,-78.71000,-128.85000,-10796.00000,,,,,,,,,,,,,,,,
0.96000,0.69000,0.32000,-0.03000,-2.51000,-2.16000,-2.34000,-78.71000,-128.85000,-19664.00000,,,,,,,,,,,,,,,,
0.96000,0.69000,0.36000,0.00000,-2.37000,-2.10000,-2.34000,-90.11000,-121.75000,-28736.00000,,,,,,,,,,,,,,,,
0.95000,0.69000,0.38000,-1.17000,-2.43000,-2.06000,-2.34000,-90.11000,-121.75000,27916.00000,,,,,,,,,,,,,,,,
0.95000,0.69000,0.40000,-1.23000,-2.43000,-2.05000,-2.34000,-84.65000,-122.03000,18900.00000,,,,,,,,,,,,,,,,
0.95000,0.69000,0.43000,-0.98000,-2.56000,-2.05000,-2.34000,-84.65000,-122.03000,9932.00000,,,,,,,,,,,,,,,,
0.94000,0.69000,0.45000,-1.34000,-2.45000,-2.04000,-2.34000,-92.63000,-119.43000,976.00000,,,,,,,,,,,,,,,,
0.94000,0.69000,0.47000,-1.67000,-2.51000,-2.04000,-2.34000,-92.63000,-119.43000,-7924.00000,,,,,,,,,,,,,,,,
0.93000,0.68000,0.48000,-1.76000,-2.48000,-2.05000,-2.34000,-88.77000,-118.93000,-16848.00000,,,,,,,,,,,,,,,,
0.93000,0.68000,0.50000,-1.76000,-2.56000,-2.07000,-2.34000,-88.77000,-118.93000,-25916.00000,,,,,,,,,,,,,,,,
0.93000,0.68000,0.51000,-1.81000,-2.87000,-2.09000,-2.34000,-90.35000,-117.02000,30552.00000,,,,,,,,,,,,,,,,
0.92000,0.68000,0.53000,-2.20000,-2.84000,-2.11000,-2.34000,-90.35000,-117.02000,21548.00000,,,,,,,,,,,,,,,,
0.92000,0.67000,0.54000,-2.04000,-2.79000,-2.16000,-2.34000,-86.70000,-111.50000,12552.00000,,,,,,,,,,,,,,,,
0.91000,0.67000,0.55000,-1.95000,-2.68000,-2.19000,-2.32000,-86.70000,-111.50000,3512.00000,,,,,,,,,,,,,,,,
0.91000,0.67000,0.56000,-2.01000,-2.68000,-2.19000,-2.26000,-90.62000,-109.86000,-5464.00000,,,,,,,,,,,,,,,,
0.90000,0.66000,0.58000,-1.87000,-2.70000,-2.05000,-2.07000,-90.62000,-109.86000,-14420.00000,,,,,,,,,,,,,,,,
0.90000,0.66000,0.59000,-2.04000,-2.57000,-1.61000,-1.63000,-84.58000,-97.44000,-23496.00000,,,,,,,,,,,,,,,,
0.89000,0.66000,0.59000,-2.06000,-2.34000,-0.47000,-1.03000,-84.58000,-97.44000,-32488.00000,,,,,,,,,,,,,,,,
0.89000,0.66000,0.61000,-1.73000,-2.37000,0.19000,-0.67000,-53.11000,-82.05000,24104.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.62000,-0.59000,-1.59000,0.40000,-0.57000,-53.11000,-82.05000,15164.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.65000,0.00000,-1.56000,0.42000,-0.56000,-58.25000,-81.63000,6300.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,-0.70000,0.40000,-0.57000,-58.25000,-81.63000,-2480.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,-0.03000,0.39000,-0.57000,-61.51000,-89.05000,-11216.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.57000,-61.51000,-89.05000,-19980.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,-0.03000,0.39000,-0.57000,-59.18000,-98.77000,-28612.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,-0.14000,0.39000,-0.57000,-59.18000,-98.77000,28160.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-56.90000,-100.14000,19376.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-56.90000,-100.14000,10728.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-54.59000,-104.85000,2060.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-54.59000,-104.85000,-6544.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-52.27000,-108.30000,-15180.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-52.27000,-108.30000,-23836.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-49.96000,-111.75000,-32512.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-49.96000,-111.75000,24364.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-47.65000,-115.20000,15700.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-47.65000,-115.20000,7044.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-45.34000,-118.65000,-1564.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-45.34000,-118.65000,-10184.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-43.03000,-122.11000,-18840.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-43.03000,-122.11000,-27520.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-40.71000,-125.56000,29360.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-40.71000,-125.56000,20684.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-38.40000,-129.01000,12032.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-38.40000,-129.01000,3368.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-36.09000,-132.46000,-5232.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-36.09000,-132.46000,-13844.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-33.78000,-135.91000,-22520.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-33.78000,-135.91000,-31180.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,0.00000,0.39000,-0.58000,-31.46000,-139.36000,25676.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.67000,0.00000,-0.03000,0.39000,-0.58000,-31.46000,-139.36000,17020.00000,,,,,,,,,,,,,,,,
0.89000,0.65000,0.68000,0.00000,-0.70000,0.38000,-0.58000,-29.16000,-142.40000,8216.00000,,,,,,,,,,,,,,,,
0.88000,0.65000,0.73000,0.00000,-2.56000,0.37000,-0.58000,-29.16000,-142.40000,-548.00000,,,,,,,,,,,,,,,,
0.88000,0.65000,0.79000,0.00000,-3.60000,0.31000,-0.61000,-27.91000,-108.13000,-9360.00000,,,,,,,,,,,,,,,,
0.88000,0.65000,0.85000,0.00000,-3.32000,0.20000,-0.66000,-27.91000,-108.13000,-18244.00000,,,,,,,,,,,,,,,,
0.88000,0.64000,0.91000,0.00000,-3.15000,0.07000,-0.74000,-29.76000,-87.05000,-27172.00000,,,,,,,,,,,,,,,,
0.87000,0.64000,0.95000,0.00000,-2.20000,-0.10000,-0.83000,-29.76000,-87.05000,29512.00000,,,,,,,,,,,,,,,,
0.87000,0.64000,0.98000,0.00000,-1.78000,-0.24000,-0.90000,-33.95000,-90.73000,20696.00000,,,,,,,,,,,,,,,,
0.87000,0.64000,1.00000,0.00000,-1.12000,-0.36000,-0.97000,-33.95000,-90.73000,11872.00000,,,,,,,,,,,,,,,,
0.87000,0.64000,1.01000,0.00000,-0.61000,-0.44000,-1.01000,-38.46000,-100.87000,3060.00000,,,,,,,,,,,,,,,,
0.87000,0.64000,1.02000,0.00000,-0.31000,-0.49000,-1.04000,-38.46000,-100.87000,-5716.00000,,,,,,,,,,,,,,,,
0.87000,0.64000,1.03000,0.00000,-0.73000,-0.52000,-1.05000,-42.19000,-112.95000,-14484.00000,,,,,,,,,,,,,,,,
0.87000,0.64000,1.05000,0.00000,-1.06000,-0.57000,-1.08000,-42.19000,-112.95000,-23372.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.07000,0.00000,-1.03000,-0.65000,-1.12000,-47.33000,-107.21000,-32220.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.10000,0.00000,-1.42000,-0.73000,-1.16000,-47.33000,-107.21000,24468.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.12000,0.00000,-1.45000,-0.83000,-1.22000,-53.93000,-103.60000,15572.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.15000,0.00000,-1.28000,-0.93000,-1.27000,-53.93000,-103.60000,6708.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.17000,0.00000,-1.34000,-1.01000,-1.31000,-61.57000,-105.88000,-2124.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.19000,0.00000,-1.26000,-1.08000,-1.35000,-61.57000,-105.88000,-10964.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.21000,0.00000,-1.26000,-1.14000,-1.38000,-69.61000,-107.54000,-19828.00000,,,,,,,,,,,,,,,,
0.87000,0.63000,1.24000,0.00000,-1.53000,-1.19000,-1.41000,-69.61000,-107.54000,-28712.00000,,,,,,,,,,,,,,,,
0.86000,0.62000,1.27000,0.00000,-1.39000,-2.77000,-2.41000,-100.83000,-119.53000,27912.00000,,,,,,,,,,,,,,,,
0.86000,0.62000,1.30000,-0.03000,-1.95000,-2.72000,-2.36000,-100.83000,-119.53000,19020.00000,,,,,,,,,,,,,,,,
0.86000,0.62000,1.32000,-1.03000,-2.17000,-2.67000,-2.28000,-115.52000,-116.56000,9984.00000,,,,,,,,,,,,,,,,
0.86000,0.61000,1.34000,-1.73000,-2.56000,-2.63000,-2.23000,-115.52000,-116.56000,928.00000,,,,,,,,,,,,,,,,
0.86000,0.61000,1.34000,-2.62000,-2.62000,-2.60000,-2.18000,-104.83000,-107.79000,-8056.00000,,,,,,,,,,,,,,,,
0.86000,0.60000,1.33000,-2.68000,-2.34000,-2.58000,-2.15000,-104.83000,-107.79000,-17124.00000,,,,,,,,,,,,,,,,
0.86000,0.60000,1.33000,-2.68000,-2.68000,-2.58000,-2.14000,-95.50000,-108.27000,-27220.00000,,,,,,,,,,,,,,,,
0.86000,0.59000,1.34000,-2.29000,-2.62000,-2.56000,-2.12000,-95.50000,-108.27000,29204.00000,,,,,,,,,,,,,,,,
0.86000,0.59000,1.34000,-2.20000,-2.40000,-2.54000,-2.08000,-100.16000,-101.98000,20176.00000,,,,,,,,,,,,,,,,
0.85000,0.58000,1.35000,-2.01000,-2.23000,-2.52000,-2.05000,-100.16000,-101.98000,11068.00000,,,,,,,,,,,,,,,,
0.85000,0.58000,1.34000,-2.54000,-2.23000,-2.50000,-2.03000,-105.24000,-103.78000,2008.00000,,,,,,,,,,,,,,,,
0.85000,0.57000,1.33000,-2.23000,-1.92000,-2.48000,-2.01000,-105.24000,-103.78000,-6972.00000,,,,,,,,,,,,,,,,
0.85000,0.57000,1.32000,-3.07000,-2.31000,-2.47000,-2.00000,-104.48000,-106.77000,-16060.00000,,,,,,,,,,,,,,,,
0.85000,0.56000,1.31000,-2.65000,-1.95000,-2.46000,-1.99000,-104.48000,-106.77000,-26168.00000,,,,,,,,,,,,,,,,
0.85000,0.56000,1.30000,-2.59000,-2.23000,-2.46000,-1.99000,-99.42000,-106.59000,29260.00000,,,,,,,,,,,,,,,,
0.85000,0.55000,1.29000,-3.09000,-2.31000,-2.44000,-1.97000,-99.42000,-106.59000,20252.00000,,,,,,,,,,,,,,,,
0.85000,0.54000,1.28000,-2.73000,-2.20000,-2.43000,-1.97000,-91.15000,-101.08000,11204.00000,,,,,,,,,,,,,,,,
0.84000,0.54000,1.28000,-2.34000,-2.34000,-2.41000,-1.96000,-91.15000,-101.08000,2140.00000,,,,,,,,,,,,,,,,
0.84000,0.53000,1.27000,-2.62000,-2.20000,-2.39000,-1.96000,-97.86000,-98.43000,-6780.00000,,,,,,,,,,,,,,,,
0.84000,0.53000,1.26000,-2.26000,-1.92000,-2.37000,-1.96000,-97.86000,-98.43000,-15696.00000,,,,,,,,,,,,,,,,
0.84000,0.52000,1.25000,-2.65000,-2.06000,-2.36000,-1.97000,-98.95000,-102.64000,-24664.00000,,,,,,,,,,,,,,,,
0.84000,0.52000,1.25000,-2.23000,-1.90000,-2.35000,-1.99000,-98.95000,-102.64000,31816.00000,,,,,,,,,,,,,,,,
0.84000,0.52000,1.25000,-2.37000,-2.23000,-2.34000,-2.03000,-99.70000,-104.14000,22804.00000,,,,,,,,,,,,,,,,
0.83000,0.51000,1.24000,-2.37000,-1.98000,-2.34000,-2.08000,-99.70000,-104.14000,13816.00000,,,,,,,,,,,,,,,,
0.83000,0.51000,1.24000,-2.29000,-2.17000,-2.34000,-2.16000,-98.27000,-105.63000,4808.00000,,,,,,,,,,,,,,,,
0.83000,0.50000,1.23000,-2.65000,-2.12000,-2.27000,-2.19000,-98.27000,-105.63000,-4212.00000,,,,,,,,,,,,,,,,
0.83000,0.50000,1.23000,-2.40000,-2.31000,-1.75000,-1.74000,-85.10000,-98.30000,-13180.00000,,,,,,,,,,,,,,,,
0.83000,0.49000,1.22000,-2.17000,-2.12000,-0.78000,-0.00000,-85.10000,-98.30000,-22128.00000,,,,,,,,,,,,,,,,
0.83000,0.49000,1.22000,-1.87000,-1.53000,-0.55000,0.44000,-68.83000,-63.35000,-31104.00000,,,,,,,,,,,,,,,,
0.83000,0.49000,1.21000,-1.28000,-0.70000,-0.55000,0.52000,-68.83000,-63.35000,25500.00000,,,,,,,,,,,,,,,,
0.83000,0.49000,1.20000,-0.42000,0.00000,-2.34000,-2.03000,-99.31000,-106.45000,16616.00000,,,,,,,,,,,,,,,,
0.82000,0.48000,1.18000,-1.14000,0.00000,-2.34000,-2.03000,-99.31000,-106.45000,7836.00000,,,,,,,,,,,,,,,,
0.82000,0.48000,1.13000,-2.70000,0.00000,-2.35000,-2.01000,-107.82000,-124.52000,-1088.00000,,,,,,,,,,,,,,,,
0.82000,0.48000,1.09000,-2.20000,0.00000,-2.36000,-1.97000,-107.82000,-124.52000,-10068.00000,,,,,,,,,,,,,,,,
0.82000,0.48000,1.09000,-0.95000,-1.09000,-2.38000,-1.96000,-99.59000,-135.84000,-19032.00000,,,,,,,,,,,,,,,,
0.82000,0.48000,1.12000,0.00000,-1.51000,-2.37000,-1.96000,-99.59000,-135.84000,-28064.00000,,,,,,,,,,,,,,,,
0.82000,0.47000,1.16000,-0.11000,-2.04000,-2.35000,-1.98000,-133.35000,-125.29000,28616.00000,,,,,,,,,,,,,,,,
0.82000,0.47000,1.17000,-1.62000,-2.51000,-2.34000,-2.02000,-133.35000,-125.29000,19540.00000,,,,,,,,,,,,,,,,
0.82000,0.46000,1.16000,-3.01000,-2.51000,-2.34000,-2.06000,-123.02000,-114.37000,10452.00000,,,,,,,,,,,,,,,,
0.81000,0.46000,1.15000,-3.74000,-2.90000,-2.34000,-2.08000,-123.02000,-114.37000,1356.00000,,,,,,,,,,,,,,,,
0.81000,0.45000,1.13000,-3.71000,-2.73000,-2.34000,-2.11000,-95.56000,-106.48000,-7652.00000,,,,,,,,,,,,,,,,
0.81000,0.44000,1.12000,-3.43000,-2.70000,-2.34000,-2.13000,-95.56000,-106.48000,-16716.00000,,,,,,,,,,,,,,,,
0.80000,0.44000,1.11000,-3.18000,-2.76000,-2.34000,-2.16000,-91.80000,-105.40000,-25796.00000,,,,,,,,,,,,,,,,
0.80000,0.43000,1.11000,-2.54000,-2.54000,-2.32000,-2.18000,-91.80000,-105.40000,30684.00000,,,,,,,,,,,,,,,,
0.80000,0.43000,1.11000,-2.48000,-2.31000,-2.27000,-2.19000,-97.65000,-105.13000,21688.00000,,,,,,,,,,,,,,,,
0.80000,0.42000,1.10000,-2.57000,-2.48000,-2.15000,-2.12000,-97.65000,-105.13000,12664.00000,,,,,,,,,,,,,,,,
0.79000,0.42000,1.10000,-2.56000,-2.40000,-1.84000,-1.82000,-89.09000,-98.32000,3672.00000,,,,,,,,,,,,,,,,
0.79000,0.41000,1.09000,-2.54000,-2.17000,-1.33000,-1.04000,-89.09000,-98.32000,-5284.00000,,,,,,,,,,,,,,,,
0.79000,0.41000,1.10000,-2.15000,-2.17000,-0.98000,-0.39000,-72.30000,-77.51000,-14252.00000,,,,,,,,,,,,,,,,
0.79000,0.41000,1.08000,-2.09000,-1.51000,-0.73000,0.09000,-72.30000,-77.51000,-23188.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.09000,-0.59000,-1.14000,-0.65000,0.23000,-64.72000,-67.54000,-32152.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.11000,0.00000,-0.61000,-0.59000,0.36000,-64.72000,-67.54000,24508.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.11000,0.00000,-0.03000,-0.56000,0.41000,-86.11000,-67.74000,15728.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.09000,-0.78000,0.00000,-0.56000,0.42000,-86.11000,-67.74000,7008.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.08000,-0.45000,0.00000,-0.57000,0.39000,-77.93000,-71.13000,-1824.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.08000,0.00000,0.00000,-0.58000,0.37000,-77.93000,-71.13000,-10536.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.08000,-0.06000,0.00000,-0.58000,0.37000,-88.51000,-69.04000,-19160.00000,,,,,,,,,,,,,,,,
0.79000,0.40000,1.08000,-0.20000,0.00000,-0.58000,0.37000,-88.51000,-69.04000,-27876.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,1.07000,-0.67000,0.00000,-0.59000,0.36000,-89.14000,-66.96000,28808.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,1.06000,-0.53000,0.00000,-0.60000,0.33000,-89.14000,-66.96000,19984.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,1.05000,-0.64000,0.00000,-0.61000,0.30000,-86.89000,-65.69000,11200.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,1.01000,-1.81000,0.00000,-0.64000,0.26000,-86.89000,-65.69000,2416.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,1.01000,-0.20000,0.00000,-0.72000,0.09000,-69.81000,-67.03000,-6312.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,1.01000,0.00000,0.00000,-0.74000,0.07000,-69.81000,-67.03000,-15032.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,1.01000,0.00000,0.00000,-0.74000,0.07000,-90.66000,-66.83000,-23656.00000,,,,,,,,,,,,,,,,
0.78000,0.40000,0.99000,-1.03000,0.00000,-0.74000,0.07000,-90.66000,-66.83000,-32192.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.96000,-1.95000,0.00000,-0.81000,-0.08000,-80.78000,-68.60000,24340.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.96000,0.00000,0.00000,-1.02000,-0.46000,-80.78000,-68.60000,15584.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.96000,0.00000,0.00000,-1.02000,-0.46000,-98.05000,-74.88000,6972.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.95000,-0.47000,0.00000,-1.02000,-0.46000,-98.05000,-74.88000,-1576.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.92000,-1.62000,0.00000,-1.09000,-0.59000,-98.06000,-79.51000,-10308.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.88000,-1.87000,0.00000,-1.35000,-1.08000,-98.06000,-79.51000,-19156.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.85000,-1.67000,0.00000,-1.72000,-1.70000,-90.29000,-99.75000,-27976.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.84000,-0.89000,0.00000,-1.99000,-1.97000,-90.29000,-99.75000,28628.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.84000,0.00000,0.00000,-2.09000,-2.07000,-109.53000,-115.43000,19844.00000,,,,,,,,,,,,,,,,
0.78000,0.39000,0.80000,-2.15000,0.00000,-2.09000,-2.07000,-109.53000,-115.43000,11164.00000,,,,,,,,,,,,,,,,
0.77000,0.39000,0.76000,-2.31000,0.00000,-2.24000,-2.18000,-100.25000,-129.49000,2156.00000,,,,,,,,,,,,,,,,
0.77000,0.38000,0.72000,-2.12000,0.00000,-2.31000,-2.19000,-100.25000,-129.49000,-6736.00000,,,,,,,,,,,,,,,,
0.77000,0.38000,0.68000,-1.92000,-0.03000,-2.34000,-2.17000,-102.62000,-142.42000,-15588.00000,,,,,,,,,,,,,,,,
0.77000,0.38000,0.66000,-2.15000,-1.03000,-2.34000,-2.14000,-102.62000,-142.42000,-25664.00000,,,,,,,,,,,,,,,,
0.76000,0.38000,0.67000,-2.06000,-2.59000,-2.34000,-2.14000,-103.61000,-139.55000,29744.00000,,,,,,,,,,,,,,,,
0.76000,0.37000,0.70000,-2.20000,-3.51000,-2.31000,-2.19000,-103.61000,-139.55000,20680.00000,,,,,,,,,,,,,,,,
0.75000,0.37000,0.72000,-2.31000,-3.71000,-1.73000,-1.72000,-94.81000,-102.62000,11540.00000,,,,,,,,,,,,,,,,
